id,doc
2006,"On this date in , American aviator Douglas Corrigan earned his nickname Wrong Way when he took off from Brooklyn, NY to Long Beach, CA only to fly the wrong way to Ireland. Read more in our historical newspaper collection. https:t.coLrntgeAEt ChronAm otd https:t.cocXYshpiWy"
2007,"On this date in , the Worlds Fair opened in New York City. The exposition featured art from many nations, but the outbreak of World War II dampened the Fairs optimistic themes of peace and progress. ChronAm otd https:t.coJKOTCayX https:t.coFmSHKUsbUa"
2008,"On this date in , Walt Disneys nd full-length animated film, Pinocchio, premieres. Disney also wrote an editorial in the Evening Star newspaper on why he chose to produce Pinocchio. Read more in our historical newspaper archives. https:t.coPbOoXZlRg otd ChronAm https:t.cooumVuIW"
2009,"On this date in , the Zoot Suit Riots began as a five-day series of conflicts due to racial tensions in Los Angeles during World War II. Read more in our historical newspaper collections. otd ChronAm https:t.coqWGTamZBe https:t.coMqCtThzJOy"
2010,"On this date in , a Los Angeles television station broadcasted the first -D program. The show that aired was an episode of the science fiction program ""Space Patrol."" Read more about this event in our historical newspaper archives. ChronAm otd https:t.conqUvQZXT https:t.coEcXAguYq"
2011,"On this date in , the coronation of Queen Elizabeth II was held at Westminster Abbey. It was the first major international event televised for the first time in television history. Read more in our historical newspaper collections. otd ChronAm https:t.coPzmNkOAZ https:t.cooqNBNxrVIk"
2012,"On this date in , the polio vaccine developed by Dr. Jonas Salk was made available to the public. The disease, which had paralyzed and killed millions, was finally brought under control. Read more in our historical newspaper archives. ChronAm otd https:t.coONtyGRD https:t.coKJOrkRpWf"
2013,"On this date in , four Black college students, remembered as the Greensboro Four, staged the first of several sit-ins at a lunch counter in Greensboro, N.C. Read more in our historical newspaper archives. https:t.cowoWUvSzyC otd ChronAm AAHM BlackHistoryMonth https:t.coXyKDRQTk"
2014,"On this date, the film ""King Kong"" is released. The early special effects created the illusion of a giant ape who interacted with his human co-stars. The story made the titular hero both menacing sympathetic. https:t.coVeGIATNp ChronAm otd https:t.coYHungGhxeB"
2015,"On this day years ago, J.R.R. Tolkien was born. To celebrate, let's take a look back at our blog series about the Library's maps of imaginary places, including Middle Earth."
2016,"On this day years ago, on January , , a -year-old Irish girl named Annie Moore became the first of the more than million immigrants who would pass through the doors of the Ellis Island Immigration Station in its years of operation. https:t.coPbowtRabiS https:t.coPQcdGdww"
2017,"On this day , the month long Battle of Belleau Wood ended. A still inexperienced American force of two Army divisions and a Marine brigade help stop a major German offensive. https:t.cohTWWQdLv ChronAm otd https:t.coiUStBri"
2018,"On this day years ago, a unanimous U.S. Supreme Court ruling was delivered in the landmark Brown v. Board of Education case. Public school segregation was declared a violation of the th amendment therefore unconstitutional. But court rulings never tell the full story. https:t.coBNwixgnkBd"
2019,"On this day years ago, October , , the House Un-American Activities Committee (HUAC) began hearings to investigate alleged Communist influence in Hollywood. As a result, you may have never heard of one of the most famous Black entertainers of that time, Hazel Scott. https:t.coTJlcQLalmM"
2020,"On this day years ago, six-time champion Suzanne Lenglen defeated Molla Mallory in the final , to win the Ladies' Singles tennis title. Read more in our historical newspapers. ChronAm otd"
2021,"On this day in , Mumtaz Mahal died while giving birth to her th child. Her husband, the Mughal emperor of India, Shah Jahan, would later commission the Taj Mahal to be built as her tomb. Read more in our historical newspaper archives. ChronAm otd https:t.coVsTeci https:t.coLqpyNpND"
2022,"On this day in , Paul Revere and William Dawes set out on horseback from Charlestown to Lexington, Massachusetts to warn the Patriots of a British attack. Read more about it in our historical newspaper archives. ChronAm otd"
2023,"On this day in , Jean-Franois Piltre de Rozier and Pierre Romain became the first known casualties of flight when their hydrogen and hot air balloon crashed in France. Read more in our historical newspaper archives. ChronAm otd https:t.coVkUDcZpeum https:t.coAmfXgVtX"
2024,"On this day in , George Washington surprised guests of the nation's first inauguration with a speech after taking the oath of office. The inaugural address has been customary ever since. The Library is home to the speech manuscript, which still has faint fold lines from being in Washington's pocket. https:t.coYGBCyUj"
2025,"On this day in , Thomas Jefferson sent a secret message to Congress requesting funds for the Lewis Clark expedition. The men later carried this map with them during their famous westward quest. It's housed in the Library's Geography Map Division."
2026,"On this day in , the Duke of Wellington won a decisive victory over the French at the Battle of Salamanca. Read more about this in our historical newspaper archives. https:t.coQXqOCcaOC ChronAm otd https:t.colzlgZLmvW"
2027,"On this day in , Abraham Lincoln was appointed Postmaster of New Salem, Illinois, at the age of . Lincoln served until the New Salem Post Office was discontinued on May , . Read more about his life in our historic newspapers. ChronAm otd"
2028,"On this day in , a Mexican army led by Gen. Santa Anna began a -day siege on the Alamo in Texas. The defenders, which included Davy Crockett, were outnumbered finally overpowered. Read more in our historical newspaper archives: ChronAm OTD https:t.coCVIpLJdZ https:t.coHjHphOwT"
2029,"On this day in , James W. Marshall discovered gold in Coloma, California. The Gold Rush began in earnest when President James Polk endorsed the discovery later that year. Prospectors who headed to California soon thereafter, in , were dubbed forty-niners. https:t.coujhVJycbU"
2030,"On this day in , the first day of the Seneca Falls Convention was held. Read more about this historic convention in our historical newspaper archives. https:t.coyIZzaZJn ChronAm otd https:t.coAcIYxIfTpZ"
2031,"On this day in , Elizabeth Blackwell became the first woman to receive a medical degree in the United States when she graduated from Geneva Medical College. The Library is home to the Blackwell Family Papers. https:t.coqIPubmTvJ"
2032,"On this day in , newspaper publisher Edward Willis (E. W.) Scripps was born in Rushville, IL. The E. W. Scripps Company founder established the first major chain of newspapers in the U.S. and created the United Press syndicate. ChronAm otd https:t.coocAUgRUv https:t.commeeKUcyt"
2033,"On this day in , Abraham Lincoln made an electrifying speech at the Cooper Institute in Manhattan. The address gained him the political support that led him to the presidency. Read more about it in our historical newspaper archives: ChronAm OTD https:t.coNPovacRc https:t.cotbJXCpHdk"
2034,"On this day in , President Abraham Lincoln traveled to Gettysburg and gave one of the most famous speeches in American history. There are five known manuscript copies of the Gettysburg Address. The Library of Congress has two. https:t.cobAwvhyS"
2035,"On this day in , The Battle of Gettysburg began. There are five known manuscript copies of the Gettysburg Address, which President Abraham Lincoln delivered . months after the battle took place. The Library of Congress has two of those, including this one. https:t.coVjFKmflIP"
2036,"On this day in , General George Armstrong Custer led his troops on an attack on an Indian village near the Little Big Horn River. Read more about the attack in our historical newspaper archives. https:t.cogyZmvrW ChronAm otd https:t.coKkGIeypR"
2037,"On this day in , precisely at noon, North American railroads switched to a new standard time system for rail operations, called Standard Railway Time (SRT). Almost immediately, many American cities enacted ordinances, thus resulting in the creation of the time zones. https:t.cozizTeNJiwH"
2038,"On this day in , Wyoming officially became the th state. Read about this day in history via our historical newspaper archives: https:t.coEqJqWvrbK otd ChromAm https:t.coUMPEvUpS"
2039,"On this day in , striking steelworkers confronted Pinkerton agents, a hired security force, in a violent dispute. Read more about the Homestead Strike via our historical newspaper collection: https:t.coOyemfiwI otd ChronAm https:t.cosLiShP"
2040,"On this day in , industrial stocks plummet on Wall Street, followed by the bankruptcy of several major companies, beginning a four-year depression known as the Panic of . Read more in our historical newspaper archives. ChronAm otd"
2041,"On this day in , funeral services were held in Washington, D.C. for Frederick Douglass. The Library is home to the Frederick Douglass Papers, which include dozens of bereavement telegrams that were sent to his widow following his death. https:t.coASNgezM"
2042,"On this day in , Michael J. Owens patented a semi-automatic glass-blowing machine that blew light bulbs into molds produced , bulbs in five hours. Read more about it the glass industry in our historical newspaper archives: ChronAm OTD https:t.covhYiPIWL https:t.coYRXEWtsRZ"
2043,"On this day in , photographer Dorothea Lange was born. Much of her work is held at the Library, providing a visual guide to incredibly turbulent times in America, from the Great Depression to the incarceration of Japanese Americans during World War II. https:t.corNrSUPuLNn"
